8,0.000622987747192
21,0.00144100189209
6,0.000198125839233
6,0.000210046768188
9,0.000452995300293
8,0.000286817550659
6,0.00163793563843
12,0.00332188606262
6,0.000257015228271
10,0.000569105148315
13,0.000797986984253
10,0.000585079193115
7,0.000230073928833
7,0.000241041183472
4,0.000155925750732
14,0.00140690803528
5,0.000318050384521
12,0.00845098495483
8,0.000360012054443
11,0.000997066497803
6,0.00028395652771
8,0.000564098358154
9,0.000292062759399
10,0.000319957733154
6,0.000201940536499
8,0.000324964523315
9,0.000224113464355
14,0.00144195556641
10,0.00237083435059
5,0.000170946121216
10,0.00117802619934
8,0.00028395652771
8,0.00037693977356
9,0.000562906265259
8,0.000820159912109
10,0.000633001327515
5,0.000158071517944
3,0.000104904174805
7,0.0002281665802
9,0.000416040420532
6,0.000349044799805
10,0.000536918640137
6,0.000202894210815
5,0.000266075134277
8,0.00187492370605
7,0.00025200843811
5,0.000147819519043
3,0.0001060962677
5,0.0001380443573
6,0.000302076339722
8,0.000322103500366
4,0.000133991241455
5,0.000118970870972
2,7.48634338379e-05
5,0.000142097473145
10,0.000452041625977
14,0.00107598304749
5,0.000279188156128
